County,Total Groups Tallied: Estimate,Total Groups Tallied: Margin of Error,East Asian: Estimate,East Asian: Margin of Error,"Chinese, except Taiwanese Estimate","Chinese, except Taiwanese Margin of Error",Hmong Estimate,Hmong Margin of Error,Japanese Estimate,Japanese Margin of Error,Korean Estimate,Korean Margin of Error,Mongolian Estimate,Mongolian Margin of Error,Okinawan Estimate,Okinawan Margin of Error,Taiwanese Estimate,Taiwanese Margin of Error,Other East Asian Estimate,Other East Asian Margin of Error,Southeast Asian: Estimate,Southeast Asian: Margin of Error,Burmese Estimate,Burmese Margin of Error,Cambodian Estimate,Cambodian Margin of Error,Filipino Estimate,Filipino Margin of Error,Indonesian Estimate,Indonesian Margin of Error,Laotian Estimate,Laotian Margin of Error,Malaysian Estimate,Malaysian Margin of Error,Mien Estimate,Mien Margin of Error,Singaporean Estimate,Singaporean Margin of Error,Thai Estimate,Thai Margin of Error,Vietnamese Estimate,Vietnamese Margin of Error,Other Southeast Asian Estimate,Other Southeast Asian Margin of Error
"Skagit County, Washington",4698.0,172,,,1041.0,250,65.0,76,608.0,144,248.0,84,0.0,31,6.0,6,65.0,69,0.0,31,,,0.0,31,30.0,30,1842.0,333,34.0,25,50.0,48,18.0,32,0.0,31,9.0,12,50.0,36,287.0,99,0.0,31
"Skagway Municipality, Alaska",229.0,93,,,35.0,35,0.0,10,90.0,84,0.0,10,0.0,10,19.0,17,0.0,10,0.0,10,,,0.0,10,0.0,10,18.0,23,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10
"Skamania County, Washington",476.0,228,,,135.0,79,0.0,21,100.0,64,116.0,72,0.0,21,0.0,21,3.0,5,0.0,21,,,0.0,21,0.0,21,112.0,74,4.0,6,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21
"Slope County, North Dakota",0.0,10,,,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,,,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10
"Smith County, Kansas",34.0,28,,,15.0,17,0.0,11,17.0,22,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,,,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,1.0,2,0.0,11
"Smith County, Mississippi",26.0,25,,,1.0,2,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,,,0.0,22,0.0,22,5.0,10,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,20.0,23,0.0,22
"Smith County, Tennessee",160.0,48,,,14.0,19,0.0,25,1.0,2,70.0,51,0.0,25,0.0,25,0.0,25,0.0,25,,,0.0,25,0.0,25,27.0,30,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25
"Smith County, Texas",5165.0,374,,,814.0,348,0.0,35,229.0,140,205.0,125,3.0,5,109.0,108,20.0,31,0.0,35,,,0.0,35,155.0,199,1151.0,292,91.0,121,0.0,35,0.0,35,0.0,35,0.0,35,13.0,22,853.0,333,0.0,35
"Smyth County, Virginia",171.0,126,,,5.0,5,0.0,25,95.0,96,0.0,25,0.0,25,0.0,25,15.0,23,0.0,25,,,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,11.0,19,0.0,25,0.0,25
"Snohomish County, Washington",139882.0,1778,,,21830.0,1672,1097.0,375,10080.0,941,16440.0,1678,803.0,625,127.0,82,1161.0,311,35.0,55,,,244.0,165,4777.0,771,25241.0,2112,2054.0,571,1507.0,630,151.0,98,20.0,33,27.0,41,2691.0,679,17689.0,1608,0.0,31
"Snyder County, Pennsylvania",355.0,32,,,50.0,38,0.0,24,9.0,11,9.0,9,0.0,24,0.0,24,0.0,24,0.0,24,,,0.0,24,0.0,24,112.0,60,10.0,15,0.0,24,0.0,24,0.0,24,0.0,24,8.0,12,33.0,51,0.0,24
"Socorro County, New Mexico",390.0,14,,,34.0,51,0.0,21,31.0,37,44.0,50,0.0,21,0.0,21,7.0,12,0.0,21,,,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,38.0,68,0.0,21
"Solano County, California",97584.0,1758,,,10741.0,1259,371.0,244,5489.0,996,3563.0,717,0.0,32,39.0,48,228.0,187,0.0,32,,,58.0,46,476.0,297,61800.0,2096,505.0,390,898.0,359,134.0,149,435.0,258,0.0,32,1055.0,325,4053.0,1008,103.0,156
"Somerset County, Maine",430.0,58,,,83.0,54,0.0,26,12.0,17,26.0,36,0.0,26,0.0,26,0.0,26,0.0,26,,,0.0,26,11.0,18,243.0,97,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,16.0,24,4.0,7,0.0,26
"Somerset County, Maryland",483.0,131,,,224.0,167,0.0,25,0.0,25,20.0,35,0.0,25,0.0,25,0.0,25,0.0,25,,,0.0,25,0.0,25,133.0,115,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,21.0,33,14.0,28,0.0,25
"Somerset County, New Jersey",73216.0,513,,,16370.0,1463,0.0,32,992.0,373,2426.0,521,74.0,123,0.0,32,1385.0,538,0.0,32,,,15.0,22,0.0,32,6601.0,944,115.0,88,46.0,67,10.0,16,0.0,32,0.0,32,175.0,130,1051.0,364,0.0,32
"Somerset County, Pennsylvania",542.0,94,,,194.0,140,0.0,27,7.0,8,89.0,67,0.0,27,0.0,27,2.0,5,0.0,27,,,0.0,27,0.0,27,53.0,53,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,47.0,53,0.0,27
"Somervell County, Texas",0.0,21,,,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,,,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21
"Sonoma County, California",34305.0,892,,,7215.0,859,68.0,77,3242.0,565,1581.0,453,0.0,32,85.0,119,511.0,344,0.0,32,,,145.0,105,1026.0,392,9998.0,1004,423.0,161,712.0,263,16.0,21,0.0,32,33.0,54,466.0,199,4059.0,916,0.0,32
"South Central Connecticut Planning Region, Connecticut",30921.0,548,,,8771.0,913,0.0,32,903.0,240,3194.0,571,30.0,39,0.0,32,432.0,171,15.0,25,,,5.0,11,346.0,211,3386.0,681,129.0,127,586.0,252,95.0,91,0.0,32,13.0,20,475.0,182,1904.0,498,55.0,72
"Southampton County, Virginia",153.0,14,,,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,,,0.0,21,0.0,21,23.0,31,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,5.0,8,0.0,21
"Southeast Fairbanks Census Area, Alaska",177.0,96,,,6.0,11,0.0,15,26.0,34,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,,,0.0,15,0.0,15,101.0,78,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,20.0,28,6.0,31,0.0,15
"Southeastern Connecticut Planning Region, Connecticut",14058.0,527,,,4030.0,602,6.0,16,554.0,207,607.0,238,0.0,32,5.0,10,9.0,13,6.0,13,,,0.0,32,30.0,50,3831.0,609,177.0,198,178.0,122,0.0,32,0.0,32,0.0,32,290.0,145,606.0,237,0.0,32
"Spalding County, Georgia",830.0,17,,,54.0,75,0.0,34,204.0,155,216.0,197,0.0,34,0.0,34,0.0,34,0.0,34,,,0.0,34,0.0,34,184.0,102,0.0,34,0.0,34,0.0,34,0.0,34,0.0,34,1.0,2,23.0,46,0.0,34
"Spartanburg County, South Carolina",10764.0,426,,,1263.0,504,1115.0,421,223.0,140,204.0,133,62.0,78,390.0,223,0.0,33,0.0,33,,,235.0,219,1402.0,501,571.0,251,32.0,39,1094.0,415,0.0,33,36.0,57,0.0,33,337.0,194,487.0,187,0.0,33
"Spencer County, Indiana",106.0,20,,,46.0,29,0.0,20,0.0,20,9.0,12,0.0,20,0.0,20,0.0,20,0.0,20,,,5.0,13,0.0,20,18.0,22,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,8.0,15,0.0,20
"Spencer County, Kentucky",116.0,20,,,48.0,43,0.0,20,0.0,20,7.0,12,0.0,20,0.0,20,6.0,11,0.0,20,,,0.0,20,0.0,20,43.0,37,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20
"Spink County, South Dakota",2.0,3,,,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,,,0.0,15,0.0,15,2.0,3,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Spokane County, Washington",23740.0,664,,,2689.0,483,321.0,177,4322.0,693,1879.0,402,156.0,108,176.0,185,225.0,128,6.0,10,,,1155.0,534,193.0,126,5635.0,830,195.0,130,115.0,100,25.0,38,54.0,78,13.0,18,1147.0,498,2991.0,675,0.0,31
"Spotsylvania County, Virginia",6368.0,316,,,956.0,371,0.0,31,326.0,149,889.0,281,0.0,31,0.0,31,71.0,74,0.0,31,,,0.0,31,7.0,11,1368.0,344,74.0,85,75.0,67,0.0,31,0.0,31,0.0,31,162.0,91,294.0,129,0.0,31
"St. Bernard Parish, Louisiana",1579.0,195,,,353.0,197,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,,,0.0,30,101.0,99,229.0,126,13.0,21,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,550.0,166,0.0,30
"St. Charles County, Missouri",15690.0,309,,,2469.0,449,20.0,32,996.0,270,1655.0,499,0.0,28,0.0,28,78.0,104,0.0,28,,,0.0,28,0.0,28,2742.0,510,0.0,28,40.0,65,11.0,16,0.0,28,8.0,13,426.0,185,1928.0,507,0.0,28
"St. Charles Parish, Louisiana",806.0,62,,,295.0,140,0.0,33,22.0,35,15.0,24,0.0,33,0.0,33,0.0,33,0.0,33,,,0.0,33,17.0,29,212.0,121,0.0,33,0.0,33,0.0,33,0.0,33,0.0,33,0.0,33,127.0,99,0.0,33
"St. Clair County, Alabama",1033.0,163,,,64.0,66,0.0,31,130.0,98,136.0,97,0.0,31,0.0,31,0.0,31,0.0,31,,,0.0,31,0.0,31,533.0,200,0.0,31,0.0,31,27.0,46,0.0,31,0.0,31,6.0,10,38.0,66,0.0,31
"St. Clair County, Illinois",6860.0,380,,,891.0,361,0.0,29,690.0,267,1000.0,243,0.0,29,11.0,18,0.0,29,0.0,29,,,48.0,79,63.0,83,1930.0,437,103.0,144,56.0,59,0.0,29,0.0,29,0.0,29,274.0,159,276.0,133,0.0,29
"St. Clair County, Michigan",1643.0,97,,,193.0,83,0.0,26,84.0,61,153.0,85,0.0,26,0.0,26,0.0,26,0.0,26,,,37.0,51,0.0,26,600.0,170,13.0,20,0.0,26,0.0,26,0.0,26,0.0,26,58.0,63,39.0,45,0.0,26
"St. Clair County, Missouri",53.0,5,,,0.0,17,0.0,17,15.0,18,2.0,6,0.0,17,0.0,17,0.0,17,0.0,17,,,0.0,17,0.0,17,16.0,18,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,18.0,21,0.0,17
"St. Croix County, Wisconsin",1770.0,36,,,48.0,39,578.0,154,190.0,146,338.0,161,0.0,23,0.0,23,31.0,50,0.0,23,,,0.0,23,9.0,15,387.0,120,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,0.0,23,94.0,73,0.0,23
"St. Francis County, Arkansas",31.0,28,,,0.0,24,0.0,24,0.0,24,5.0,9,0.0,24,0.0,24,0.0,24,0.0,24,,,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,12.0,19,0.0,24
"St. Francois County, Missouri",528.0,130,,,7.0,12,0.0,28,72.0,57,44.0,45,0.0,28,0.0,28,18.0,31,0.0,28,,,0.0,28,0.0,28,143.0,166,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,24.0,20,2.0,4,0.0,28
"St. Helena Parish, Louisiana",76.0,99,,,43.0,70,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,,,0.0,22,0.0,22,33.0,50,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22
"St. James Parish, Louisiana",19.0,22,,,13.0,19,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,,,0.0,22,0.0,22,6.0,11,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22
"St. John the Baptist Parish, Louisiana",569.0,43,,,59.0,117,0.0,30,26.0,30,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,,,0.0,30,0.0,30,422.0,136,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,25.0,42,32.0,46,0.0,30
"St. Johns County, Florida",13914.0,509,,,2363.0,554,14.0,26,1106.0,431,745.0,291,0.0,35,0.0,35,89.0,135,0.0,35,,,12.0,18,34.0,65,2625.0,656,166.0,148,32.0,59,0.0,35,0.0,35,13.0,29,163.0,156,616.0,460,0.0,35
"St. Joseph County, Indiana",9748.0,364,,,2352.0,480,0.0,30,545.0,216,1253.0,331,9.0,14,0.0,30,0.0,30,0.0,30,,,292.0,235,44.0,42,1462.0,368,17.0,28,51.0,72,0.0,30,0.0,30,0.0,30,171.0,130,743.0,287,0.0,30
"St. Joseph County, Michigan",670.0,64,,,77.0,84,0.0,26,91.0,51,105.0,65,0.0,26,0.0,26,0.0,26,0.0,26,,,0.0,26,9.0,20,154.0,71,16.0,24,0.0,26,76.0,100,0.0,26,0.0,26,11.0,16,8.0,15,0.0,26
"St. Landry Parish, Louisiana",518.0,43,,,44.0,54,0.0,33,28.0,38,22.0,36,0.0,33,0.0,33,0.0,33,0.0,33,,,0.0,33,0.0,33,0.0,33,3.0,6,0.0,33,0.0,33,0.0,33,0.0,33,0.0,33,16.0,19,0.0,33
"St. Lawrence County, New York",1750.0,65,,,498.0,153,0.0,31,115.0,92,70.0,70,0.0,31,5.0,8,0.0,31,0.0,31,,,27.0,39,0.0,31,440.0,132,15.0,18,2.0,4,11.0,13,0.0,31,0.0,31,22.0,25,47.0,39,0.0,31
"St. Louis County, Minnesota",3537.0,193,,,625.0,222,216.0,132,193.0,71,511.0,156,29.0,31,0.0,22,0.0,22,0.0,22,,,24.0,28,25.0,29,562.0,183,2.0,3,25.0,23,0.0,22,0.0,22,0.0,22,98.0,107,437.0,137,0.0,22
"St. Louis County, Missouri",58631.0,818,,,12796.0,1179,17.0,29,2321.0,526,3895.0,732,52.0,63,7.0,15,1340.0,627,20.0,24,,,159.0,140,217.0,163,5905.0,741,186.0,156,177.0,132,145.0,115,0.0,28,11.0,17,979.0,512,4416.0,991,9.0,15
"St. Louis city, Missouri",13578.0,429,,,2734.0,446,0.0,28,731.0,263,1119.0,387,0.0,28,0.0,28,250.0,111,0.0,28,,,423.0,256,78.0,87,1741.0,340,5.0,16,138.0,124,161.0,195,0.0,28,0.0,28,176.0,110,2002.0,392,0.0,28
"St. Lucie County, Florida",8532.0,319,,,1033.0,459,0.0,35,530.0,277,337.0,261,0.0,35,0.0,35,0.0,35,0.0,35,,,0.0,35,67.0,84,2876.0,721,5.0,11,50.0,89,0.0,35,0.0,35,77.0,103,217.0,181,974.0,378,0.0,35
"St. Martin Parish, Louisiana",626.0,41,,,121.0,114,0.0,33,19.0,28,1.0,3,0.0,33,0.0,33,0.0,33,0.0,33,,,0.0,33,0.0,33,57.0,58,0.0,33,73.0,74,0.0,33,0.0,33,0.0,33,0.0,33,275.0,100,0.0,33
"St. Mary Parish, Louisiana",1308.0,270,,,34.0,37,0.0,30,0.0,30,23.0,39,0.0,30,0.0,30,0.0,30,0.0,30,,,0.0,30,0.0,30,570.0,283,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,0.0,30,640.0,115,0.0,30
"St. Mary's County, Maryland",4990.0,248,,,298.0,152,0.0,32,710.0,285,438.0,223,0.0,32,0.0,32,54.0,91,0.0,32,,,0.0,32,0.0,32,2212.0,463,10.0,28,0.0,32,0.0,32,0.0,32,0.0,32,53.0,79,499.0,324,0.0,32
"St. Tammany Parish, Louisiana",5763.0,467,,,855.0,490,0.0,33,433.0,224,156.0,85,12.0,23,0.0,33,14.0,24,0.0,33,,,19.0,30,0.0,33,1205.0,388,1.0,4,37.0,61,0.0,33,0.0,33,0.0,33,0.0,33,1494.0,449,0.0,33
"Stafford County, Kansas",0.0,11,,,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,,,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11
"Stafford County, Virginia",10273.0,704,,,884.0,327,39.0,61,832.0,341,1882.0,516,8.0,12,9.0,14,11.0,18,0.0,31,,,0.0,31,57.0,65,2464.0,527,11.0,16,80.0,89,85.0,91,0.0,31,80.0,85,467.0,266,471.0,227,0.0,31
"Stanislaus County, California",45492.0,1068,,,4822.0,792,807.0,358,2257.0,594,2014.0,568,0.0,32,7.0,11,218.0,154,0.0,32,,,102.0,122,3811.0,908,10940.0,1188,208.0,132,1105.0,476,0.0,32,172.0,184,6.0,11,310.0,140,2579.0,758,0.0,32
"Stanley County, South Dakota",65.0,62,,,27.0,29,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,,,0.0,10,0.0,10,38.0,35,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10
"Stanly County, North Carolina",1384.0,30,,,81.0,85,672.0,256,0.0,32,30.0,36,0.0,32,0.0,32,0.0,32,0.0,32,,,0.0,32,0.0,32,249.0,154,0.0,32,54.0,67,0.0,32,0.0,32,0.0,32,14.0,18,253.0,215,0.0,32
"Stanton County, Kansas",4.0,10,,,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,,,0.0,11,0.0,11,4.0,10,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11,0.0,11
"Stanton County, Nebraska",22.0,21,,,0.0,15,0.0,15,3.0,5,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,,,0.0,15,0.0,15,15.0,17,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Stark County, Illinois",53.0,17,,,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,,,0.0,17,0.0,17,45.0,11,0.0,17,0.0,17,0.0,17,0.0,17,0.0,17,8.0,11,0.0,17,0.0,17
"Stark County, North Dakota",612.0,13,,,75.0,81,0.0,22,26.0,27,74.0,110,0.0,22,0.0,22,2.0,3,0.0,22,,,0.0,22,0.0,22,235.0,147,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,2.0,5,126.0,148,0.0,22
"Stark County, Ohio",5389.0,236,,,1012.0,294,123.0,183,378.0,172,478.0,168,0.0,30,17.0,44,16.0,30,0.0,30,,,9.0,19,154.0,190,1101.0,329,27.0,43,109.0,96,64.0,97,0.0,30,0.0,30,118.0,103,377.0,244,0.0,30
"Starke County, Indiana",122.0,14,,,11.0,17,0.0,24,6.0,8,8.0,13,0.0,24,0.0,24,0.0,24,0.0,24,,,0.0,24,0.0,24,96.0,21,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24
"Starr County, Texas",17.0,26,,,0.0,35,0.0,35,0.0,35,0.0,35,0.0,35,0.0,35,0.0,35,0.0,35,,,0.0,35,0.0,35,17.0,26,0.0,35,0.0,35,0.0,35,0.0,35,0.0,35,0.0,35,0.0,35,0.0,35
"Staunton city, Virginia",504.0,25,,,0.0,25,0.0,25,110.0,78,57.0,57,0.0,25,0.0,25,4.0,11,0.0,25,,,0.0,25,0.0,25,95.0,84,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,18.0,29,0.0,25,0.0,25
"Ste. Genevieve County, Missouri",156.0,128,,,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,28.0,38,,,0.0,19,0.0,19,61.0,101,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,9.0,15,0.0,19
"Stearns County, Minnesota",4837.0,215,,,472.0,285,647.0,376,135.0,100,413.0,217,0.0,22,0.0,22,29.0,39,0.0,22,,,0.0,22,42.0,62,676.0,281,0.0,22,480.0,228,0.0,22,0.0,22,0.0,22,90.0,117,660.0,302,0.0,22
"Steele County, Minnesota",517.0,38,,,10.0,9,37.0,40,43.0,46,126.0,98,0.0,20,0.0,20,0.0,20,0.0,20,,,0.0,20,10.0,14,111.0,77,0.0,20,67.0,68,0.0,20,0.0,20,0.0,20,6.0,10,85.0,90,0.0,20
"Steele County, North Dakota",4.0,6,,,0.0,10,0.0,10,1.0,3,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,,,0.0,10,0.0,10,3.0,5,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10,0.0,10
"Stephens County, Georgia",309.0,20,,,36.0,54,0.0,27,18.0,28,34.0,71,0.0,27,0.0,27,3.0,9,0.0,27,,,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,11.0,20,0.0,27
"Stephens County, Oklahoma",474.0,44,,,4.0,6,8.0,14,27.0,37,143.0,79,0.0,22,0.0,22,0.0,22,0.0,22,,,0.0,22,31.0,36,170.0,106,0.0,22,0.0,22,28.0,41,0.0,22,0.0,22,0.0,22,63.0,30,0.0,22
"Stephens County, Texas",96.0,21,,,9.0,19,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,,,0.0,21,11.0,15,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,55.0,41,0.0,21
"Stephenson County, Illinois",515.0,5,,,44.0,46,0.0,26,33.0,16,67.0,62,0.0,26,3.0,6,0.0,26,0.0,26,,,0.0,26,0.0,26,158.0,99,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,0.0,26,24.0,37,0.0,26
"Sterling County, Texas",6.0,10,,,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,,,0.0,15,0.0,15,2.0,4,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Steuben County, Indiana",127.0,80,,,2.0,4,0.0,27,0.0,27,17.0,28,0.0,27,0.0,27,0.0,27,0.0,27,,,0.0,27,2.0,4,58.0,45,0.0,27,0.0,27,0.0,27,0.0,27,0.0,27,31.0,31,0.0,27,0.0,27
"Steuben County, New York",2013.0,134,,,740.0,220,17.0,25,72.0,38,232.0,149,0.0,31,0.0,31,3.0,4,0.0,31,,,0.0,31,27.0,29,239.0,112,0.0,31,0.0,31,0.0,31,0.0,31,0.0,31,47.0,27,35.0,37,0.0,31
"Stevens County, Kansas",15.0,21,,,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,,,0.0,16,0.0,16,15.0,21,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16,0.0,16
"Stevens County, Minnesota",145.0,55,,,27.0,26,71.0,54,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,,,9.0,15,0.0,13,33.0,39,0.0,13,0.0,13,2.0,4,0.0,13,0.0,13,0.0,13,3.0,6,0.0,13
"Stevens County, Washington",924.0,143,,,114.0,44,0.0,28,154.0,89,176.0,112,0.0,28,0.0,28,0.0,28,0.0,28,,,0.0,28,48.0,56,311.0,107,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,41.0,49,14.0,18,0.0,28
"Stewart County, Georgia",85.0,79,,,28.0,31,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,,,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,9.0,21,0.0,14
"Stewart County, Tennessee",196.0,30,,,0.0,21,0.0,21,30.0,30,72.0,45,0.0,21,0.0,21,0.0,21,0.0,21,,,0.0,21,0.0,21,48.0,56,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,0.0,21,32.0,49,0.0,21
"Stillwater County, Montana",83.0,6,,,31.0,25,0.0,15,33.0,23,2.0,4,0.0,15,0.0,15,0.0,15,0.0,15,,,0.0,15,0.0,15,7.0,7,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Stoddard County, Missouri",160.0,22,,,71.0,71,0.0,22,3.0,8,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,,,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,8.0,13,12.0,24,0.0,22
"Stokes County, North Carolina",349.0,369,,,4.0,11,0.0,29,15.0,23,1.0,3,0.0,29,0.0,29,0.0,29,0.0,29,,,0.0,29,0.0,29,321.0,375,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29,0.0,29
"Stone County, Arkansas",91.0,57,,,0.0,20,0.0,20,0.0,20,30.0,29,0.0,20,0.0,20,0.0,20,0.0,20,,,0.0,20,12.0,18,25.0,22,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20,0.0,20
"Stone County, Mississippi",91.0,137,,,72.0,134,0.0,22,3.0,4,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,,,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22,0.0,22
"Stone County, Missouri",271.0,46,,,122.0,46,0.0,25,21.0,30,19.0,29,0.0,25,0.0,25,0.0,25,0.0,25,,,59.0,35,0.0,25,9.0,13,4.0,9,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,9.0,10,0.0,25
"Stonewall County, Texas",0.0,15,,,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,,,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15
"Storey County, Nevada",57.0,90,,,0.0,14,0.0,14,5.0,12,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,,,0.0,14,0.0,14,42.0,84,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14
"Story County, Iowa",8623.0,202,,,2585.0,521,81.0,67,430.0,196,1372.0,416,69.0,138,0.0,24,13.0,28,0.0,24,,,0.0,24,0.0,24,692.0,294,95.0,80,142.0,91,137.0,139,0.0,24,0.0,24,132.0,93,458.0,287,0.0,24
"Strafford County, New Hampshire",6074.0,174,,,1129.0,321,0.0,29,509.0,271,553.0,240,0.0,29,0.0,29,17.0,29,0.0,29,,,0.0,29,276.0,201,1085.0,358,482.0,177,73.0,52,0.0,29,0.0,29,0.0,29,56.0,99,423.0,175,0.0,29
"Stutsman County, North Dakota",243.0,21,,,70.0,81,0.0,19,37.0,40,18.0,31,0.0,19,0.0,19,0.0,19,0.0,19,,,0.0,19,0.0,19,85.0,64,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,0.0,19,3.0,7,0.0,19
"Sublette County, Wyoming",27.0,35,,,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,,,0.0,18,0.0,18,19.0,28,0.0,18,0.0,18,0.0,18,0.0,18,0.0,18,8.0,19,0.0,18,0.0,18
