,GEOIDFQ,B02018_017E,B02018_018E,B02018_015E,B02018_016E,B02018_019E,B02018_012E,B02018_013E,B02018_014E,B02018_010E,B02018_011E,B02018_005E,B02018_006E,B02018_003E,B02018_004E,B02018_009E,B02018_007E,B02018_008E,B02018_002E,B02018_020E
1592,0500000US29217,0,0,0,0,0,107,0,1,0,0,0,17,0,25,0,0,0,17,0
1593,0500000US29219,0,0,0,0,135,37,0,0,0,0,0,0,0,82,0,0,0,0,0
1594,0500000US29221,0,0,0,0,2,59,0,0,0,0,39,13,0,17,0,0,0,0,0
1595,0500000US29223,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,0
1596,0500000US29225,0,26,0,0,2,147,0,0,0,0,3,0,0,48,0,0,0,20,0
1597,0500000US29227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1598,0500000US29229,0,0,0,0,0,33,0,0,0,0,0,0,0,76,0,0,0,0,0
1599,0500000US29510,0,176,161,0,2002,1741,5,138,423,78,1119,0,0,731,0,0,250,2734,0
1600,0500000US30001,0,0,0,0,0,67,0,0,0,0,0,0,0,17,0,0,0,9,0
1601,0500000US30003,0,0,0,0,0,257,0,0,0,0,0,0,0,26,0,0,0,0,0
1602,0500000US30005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,0500000US30007,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,31,0
1604,0500000US30009,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,0500000US30011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,0500000US30013,0,0,0,0,41,794,11,0,0,12,135,0,0,299,0,0,0,252,0
1607,0500000US30015,0,0,0,0,0,33,0,0,0,0,8,0,0,0,0,0,0,3,0
1608,0500000US30017,0,0,0,0,19,32,0,0,0,0,7,0,0,62,0,0,0,29,0
1609,0500000US30019,0,2,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,2,0
1610,0500000US30021,0,0,0,0,0,46,0,0,0,0,0,0,0,21,0,0,0,1,0
1611,0500000US30023,0,0,0,0,0,24,0,0,0,0,6,0,80,12,0,0,0,16,0
1612,0500000US30025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1613,0500000US30027,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,2,0
1614,0500000US30029,0,0,0,0,117,574,0,0,0,156,154,41,0,155,0,0,166,328,0
1615,0500000US30031,0,30,0,0,25,496,86,0,0,0,447,0,0,454,0,0,0,1175,0
1616,0500000US30033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1617,0500000US30035,0,8,0,0,0,56,0,0,0,0,8,0,0,8,0,0,0,0,0
1618,0500000US30037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619,0500000US30039,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,18,0
1620,0500000US30041,0,0,0,0,30,32,0,0,0,0,0,0,0,142,0,0,18,51,0
1621,0500000US30043,0,0,0,0,0,0,0,0,0,0,79,0,0,16,0,0,0,21,0
1622,0500000US30045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1623,0500000US30047,0,4,0,0,79,229,0,0,0,3,18,5,0,53,0,0,0,30,0
1624,0500000US30049,0,157,0,0,18,202,49,0,5,1,210,0,0,195,0,0,23,77,0
1625,0500000US30051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626,0500000US30053,0,0,0,0,0,54,0,0,0,0,0,0,0,26,0,0,0,70,0
1627,0500000US30055,0,0,0,0,0,7,0,0,0,0,41,0,0,0,0,0,0,0,0
1628,0500000US30057,0,0,0,0,0,5,19,0,0,0,0,0,0,62,0,0,0,7,0
1629,0500000US30059,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1630,0500000US30061,0,2,0,0,17,2,0,0,0,0,7,0,0,14,0,0,0,0,0
1631,0500000US30063,0,190,34,0,108,1062,63,42,0,2,318,0,410,548,0,21,74,501,0
1632,0500000US30065,0,8,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,29,0
1633,0500000US30067,0,0,0,0,0,15,0,0,0,0,20,0,0,26,0,0,0,47,0
1634,0500000US30069,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1635,0500000US30071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,0500000US30073,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0
1637,0500000US30075,0,0,0,0,0,8,0,0,0,0,0,0,0,37,0,0,0,0,0
1638,0500000US30077,0,0,0,0,0,71,0,0,0,0,0,0,0,3,0,0,0,54,0
1639,0500000US30079,0,0,0,0,0,0,0,0,0,0,38,0,0,11,0,0,0,0,0
1640,0500000US30081,0,20,0,0,69,244,0,22,0,0,31,0,53,26,0,0,0,24,0
1641,0500000US30083,0,23,3,0,0,48,0,0,0,0,0,26,0,0,0,0,0,4,0
1642,0500000US30085,0,0,0,0,0,68,0,0,0,0,20,0,0,11,0,0,0,18,0
1643,0500000US30087,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,25,0
1644,0500000US30089,0,2,0,0,6,25,0,0,0,0,32,0,0,21,0,0,0,8,0
1645,0500000US30091,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0
1646,0500000US30093,0,22,0,0,2,297,0,0,0,0,206,0,0,52,0,0,0,36,0
1647,0500000US30095,0,0,0,0,0,7,0,0,0,0,2,0,0,33,0,0,0,31,0
1648,0500000US30097,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1649,0500000US30099,0,0,0,0,0,33,0,0,0,4,0,0,0,0,0,0,0,10,0
1650,0500000US30101,0,0,0,0,0,25,0,0,0,0,0,0,0,16,0,0,0,17,0
1651,0500000US30103,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
1652,0500000US30105,0,0,0,0,0,22,0,0,0,0,12,7,0,26,0,0,0,5,0
1653,0500000US30107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1654,0500000US30109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1655,0500000US30111,0,0,8,0,402,593,0,114,0,4,218,0,0,654,0,0,0,613,0
1656,0500000US31001,0,12,0,0,209,65,0,0,12,0,33,0,0,58,0,0,0,37,0
1657,0500000US31003,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,5,0
1658,0500000US31005,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1659,0500000US31007,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
1660,0500000US31009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1661,0500000US31011,0,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0
1662,0500000US31013,0,0,0,0,0,77,0,0,0,0,16,0,0,36,0,0,0,0,0
1663,0500000US31015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1664,0500000US31017,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1665,0500000US31019,0,17,8,0,69,4,0,0,0,0,187,0,0,165,0,0,0,422,0
1666,0500000US31021,0,0,0,0,0,0,0,0,0,0,6,0,0,37,0,0,0,12,0
1667,0500000US31023,0,0,0,0,0,64,0,0,0,0,0,0,0,43,0,0,0,0,0
1668,0500000US31025,0,1,0,0,0,112,0,0,0,0,17,0,0,30,0,0,0,66,0
1669,0500000US31027,0,0,0,0,22,22,0,22,0,0,0,0,0,20,0,0,0,35,0
1670,0500000US31029,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0
1671,0500000US31031,0,0,0,0,63,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1672,0500000US31033,0,0,0,0,0,63,0,0,0,0,0,0,0,10,0,0,0,0,0
1673,0500000US31035,0,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,3,0
1674,0500000US31037,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,3,0
1675,0500000US31039,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1676,0500000US31041,0,0,0,0,0,0,0,1,0,0,11,0,0,2,0,0,0,0,0
1677,0500000US31043,0,118,0,0,0,103,0,170,0,0,25,0,77,12,0,0,86,142,0
1678,0500000US31045,0,0,0,0,0,5,0,67,0,0,25,0,0,18,0,0,34,2,0
1679,0500000US31047,0,0,0,0,40,179,0,0,0,7,16,56,0,16,0,0,0,0,0
1680,0500000US31049,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,0,0,0,0
1681,0500000US31051,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1682,0500000US31053,0,17,0,0,26,124,0,17,2,0,71,0,0,89,0,0,0,54,0
1683,0500000US31055,0,1117,3,0,2680,2652,162,134,4758,167,1770,98,50,1525,0,14,281,3441,99
1684,0500000US31057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1685,0500000US31059,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,1,0
1686,0500000US31061,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
1687,0500000US31063,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1688,0500000US31065,0,0,0,0,0,3,0,0,0,0,1,0,0,2,0,0,0,3,0
1689,0500000US31067,0,0,0,0,0,64,0,0,0,0,0,0,0,29,0,0,0,94,0
1690,0500000US31069,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0
1691,0500000US31071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1692,0500000US31073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1693,0500000US31075,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1694,0500000US31077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695,0500000US31079,0,87,0,0,129,138,0,370,3,0,9,0,0,77,0,0,0,150,0
1696,0500000US31081,0,1,0,0,0,0,0,0,0,0,8,0,0,36,0,0,0,0,0
1697,0500000US31083,0,0,0,0,0,20,0,0,0,0,0,0,0,34,0,0,0,0,0
1698,0500000US31085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1699,0500000US31087,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1700,0500000US31089,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,40,0
1701,0500000US31091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1702,0500000US31093,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1703,0500000US31095,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1704,0500000US31097,0,4,0,0,0,1,0,50,0,0,2,0,0,0,0,0,0,0,0
1705,0500000US31099,0,0,0,0,0,23,0,9,0,0,0,0,0,0,0,0,0,32,0
1706,0500000US31101,0,0,0,0,12,22,0,0,0,16,9,0,0,15,4,0,0,3,0
1707,0500000US31103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,0500000US31105,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,3,0
1709,0500000US31107,0,0,0,0,0,33,0,3,0,0,16,0,0,10,0,0,0,3,0
1710,0500000US31109,0,619,343,0,5674,1404,142,60,1332,392,698,140,74,688,0,0,61,2394,0
1711,0500000US31111,0,27,0,0,54,138,0,0,0,0,52,0,0,116,0,0,0,11,0
1712,0500000US31113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713,0500000US31115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1714,0500000US31117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,0500000US31119,0,0,0,0,39,158,0,0,174,0,263,0,0,39,0,0,0,75,0
1716,0500000US31121,0,0,0,0,0,0,0,0,0,0,78,0,0,40,0,0,12,6,0
1717,0500000US31123,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,14,0,0
1718,0500000US31125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1719,0500000US31127,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1720,0500000US31129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1721,0500000US31131,0,0,0,0,43,38,0,0,0,3,30,0,0,31,0,0,0,27,0
1722,0500000US31133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1723,0500000US31135,0,0,0,0,1,1,0,0,0,0,11,0,0,11,0,0,0,1,0
1724,0500000US31137,0,0,0,0,0,17,0,0,0,0,7,0,0,0,0,0,0,0,0
1725,0500000US31139,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0
1726,0500000US31141,0,6,0,0,0,214,0,0,0,0,52,0,0,73,0,0,0,4,0
1727,0500000US31143,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0
1728,0500000US31145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0
1729,0500000US31147,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1730,0500000US31149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731,0500000US31151,0,0,0,0,36,3,0,23,280,0,0,0,0,35,0,0,0,17,0
1732,0500000US31153,0,198,0,0,1486,2982,0,40,49,198,756,0,0,432,0,42,11,825,0
1733,0500000US31155,0,0,0,0,48,23,0,0,0,0,9,0,0,2,0,0,0,10,0
1734,0500000US31157,0,0,0,0,16,52,0,37,0,0,40,7,0,132,0,0,7,75,0
1735,0500000US31159,0,17,0,0,7,17,0,0,0,0,0,0,0,24,0,0,0,72,0
1736,0500000US31161,0,0,0,0,32,2,0,8,0,0,2,0,0,0,0,0,0,0,0
1737,0500000US31163,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
1738,0500000US31165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1739,0500000US31167,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0
1740,0500000US31169,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0
1741,0500000US31171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1742,0500000US31173,0,0,0,0,17,35,0,0,34,0,0,0,0,4,0,0,0,0,0
1743,0500000US31175,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0
1744,0500000US31177,0,0,0,0,19,0,11,17,0,0,51,0,0,18,0,0,0,14,0
1745,0500000US31179,0,0,0,0,6,67,0,0,0,29,8,0,0,38,0,0,0,6,2
1746,0500000US31181,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0
1747,0500000US31183,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,0500000US31185,0,0,0,0,0,187,0,0,0,0,47,0,0,112,0,0,3,0,0
1749,0500000US32001,0,18,0,0,52,965,0,0,0,0,3,0,0,153,0,0,0,18,0
1750,0500000US32003,47,8614,332,209,16147,162802,2030,3611,348,2697,21860,296,522,28856,0,187,2506,54041,0
1751,0500000US32005,0,0,56,0,53,927,19,0,0,0,314,0,0,96,0,0,17,496,0
1752,0500000US32007,0,78,0,0,94,144,0,30,0,19,54,0,0,38,0,0,0,512,8
1753,0500000US32009,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
1754,0500000US32011,0,0,0,0,10,178,0,0,0,0,0,0,0,0,0,0,0,0,0
1755,0500000US32013,0,0,0,0,0,202,0,0,0,0,17,0,0,20,0,0,0,2,0
1756,0500000US32015,0,192,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0
1757,0500000US32017,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1758,0500000US32019,0,2,0,65,15,941,7,0,0,0,249,30,0,253,0,0,0,273,0
1759,0500000US32021,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1760,0500000US32023,0,0,0,0,56,672,0,0,0,0,198,0,0,213,0,3,36,381,0
1761,0500000US32027,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,41,0
1762,0500000US32029,0,0,0,0,0,42,0,0,0,0,0,0,0,5,0,0,0,0,0
1763,0500000US32031,9,760,30,0,2364,16073,218,31,15,126,2125,72,60,3673,0,10,170,6210,29
1764,0500000US32033,0,2,0,0,0,28,0,0,0,0,34,0,0,9,0,0,0,16,0
1765,0500000US32510,0,0,0,0,399,1122,156,0,0,0,116,0,6,166,0,0,13,216,0
1766,0500000US33001,0,33,0,0,38,262,0,137,0,1,53,15,0,0,0,0,0,136,0
1767,0500000US33003,0,13,0,0,64,50,10,0,0,0,10,0,0,29,0,22,0,63,0
1768,0500000US33005,0,4,0,0,78,360,5,77,0,82,76,0,0,82,0,0,15,354,0
1769,0500000US33007,0,2,0,0,5,10,14,0,0,1,22,0,0,40,0,0,0,28,0
1770,0500000US33009,0,146,0,0,237,316,99,157,8,45,521,0,0,359,0,0,119,1290,0
1771,0500000US33011,0,197,19,0,2387,3047,223,221,346,1015,1585,0,21,1119,0,0,198,3538,0
1772,0500000US33013,0,211,0,0,259,940,113,45,24,103,589,0,0,396,5,0,13,677,15
1773,0500000US33015,0,127,0,0,371,1413,64,128,5,318,1072,16,0,830,0,0,0,2210,0
1774,0500000US33017,0,56,0,0,423,1085,482,73,0,276,553,0,0,509,0,0,17,1129,0
1775,0500000US33019,0,0,2,0,10,37,0,0,0,4,16,0,0,99,0,0,0,197,0
1776,0500000US34001,0,416,0,0,3553,3972,0,63,63,58,1532,5,0,736,0,0,41,4462,0
1777,0500000US34003,56,1201,62,0,2519,28078,758,90,43,152,64121,27,0,8159,48,0,1465,25263,0
1778,0500000US34005,13,331,76,0,956,5176,104,35,0,275,3934,36,17,1607,0,101,694,3668,0
1779,0500000US34007,0,79,46,0,5153,7532,219,0,112,792,3259,363,0,1449,18,102,345,7567,0
1780,0500000US34009,16,30,0,0,148,434,13,0,0,0,333,0,0,108,0,0,36,184,0
1781,0500000US34011,32,13,0,0,8,372,0,0,0,0,243,0,0,277,0,0,0,78,0
1782,0500000US34013,29,767,53,0,1154,11356,202,0,317,18,4388,81,30,1715,32,0,888,14099,79
1783,0500000US34015,0,182,0,0,730,3425,0,76,7,316,1192,0,0,447,0,0,59,1844,0
1784,0500000US34017,78,839,168,0,2813,24840,359,0,51,75,6143,22,40,2538,0,0,1037,23768,36
1785,0500000US34019,0,70,0,0,305,840,25,9,0,0,389,90,0,116,0,0,273,1445,8
1786,0500000US34021,44,141,85,0,543,3716,175,0,409,65,3268,156,0,1832,0,1,750,10476,0
1787,0500000US34023,47,655,188,0,3308,18134,731,21,296,89,7155,91,0,1514,0,0,2088,27677,0
1788,0500000US34025,86,302,17,0,1603,6374,21,125,112,279,3254,145,0,924,39,0,656,11544,0
1789,0500000US34027,0,248,52,0,1288,5965,75,84,38,17,3745,117,0,1436,0,0,1487,13923,0
1790,0500000US34029,0,55,36,0,696,7136,54,36,0,31,1222,29,0,1054,0,0,9,2759,0
1791,0500000US34031,0,78,0,0,185,6041,295,0,46,9,2248,26,20,680,0,0,260,3257,0
1792,0500000US34033,0,0,0,0,129,529,0,0,0,0,57,0,0,136,0,0,47,112,0
1793,0500000US34035,0,175,10,0,1051,6601,115,46,15,0,2426,74,0,992,0,0,1385,16370,0
1794,0500000US34037,0,49,8,0,236,926,23,0,137,0,435,5,0,194,0,19,50,558,0
1795,0500000US34039,22,82,83,0,1076,9252,130,9,165,393,2015,0,0,1495,0,0,262,9307,0
1796,0500000US34041,10,60,0,0,368,1808,46,0,0,23,84,0,10,88,0,0,0,865,0
1797,0500000US35001,0,553,14,0,4847,7415,280,344,0,70,2092,57,19,3218,0,10,331,4980,0
1798,0500000US35003,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
1799,0500000US35005,0,20,0,0,112,372,26,0,0,0,33,0,0,80,0,0,0,57,0
1800,0500000US35006,0,0,0,0,59,88,0,0,0,0,8,0,0,8,0,0,0,28,0
1801,0500000US35007,0,2,0,0,0,0,0,0,0,0,110,0,0,31,0,0,0,0,0
1802,0500000US35009,0,6,0,0,149,574,36,0,0,0,226,0,9,22,0,0,0,30,0
1803,0500000US35011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,0500000US35013,0,193,15,0,148,1132,0,0,4,7,353,0,0,580,0,25,6,662,0
1805,0500000US35015,0,0,0,0,43,236,0,0,7,0,116,0,0,300,0,0,0,0,0
1806,0500000US35017,0,1,0,0,0,196,0,0,0,0,23,0,0,16,0,0,0,144,0
1807,0500000US35019,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0
1808,0500000US35021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,0500000US35023,0,0,0,0,0,34,0,0,0,0,0,0,0,4,0,0,0,0,0
1810,0500000US35025,0,8,0,0,7,417,4,0,0,0,0,0,0,5,0,0,0,5,0
1811,0500000US35027,0,33,0,0,0,12,0,0,0,0,26,0,0,30,0,0,11,12,0
1812,0500000US35028,0,5,0,0,18,114,22,0,0,0,280,0,0,242,0,0,153,609,0
1813,0500000US35029,0,0,0,0,0,209,0,0,0,0,17,0,0,1,0,0,0,0,0
1814,0500000US35031,0,0,0,0,20,522,0,0,0,0,62,0,0,61,0,0,0,0,0
1815,0500000US35033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816,0500000US35035,0,101,0,0,90,838,9,0,0,8,249,0,52,103,0,0,61,180,0
1817,0500000US35037,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0
1818,0500000US35039,0,0,0,0,136,93,0,0,0,0,0,0,0,0,0,0,0,67,0
1819,0500000US35041,0,2,0,0,24,186,0,0,0,0,41,0,0,0,0,0,0,0,0
1820,0500000US35043,10,121,36,0,549,1659,60,0,0,0,436,29,110,422,0,0,17,549,0
1821,0500000US35045,0,8,0,0,6,815,23,58,0,7,40,0,0,170,0,0,0,141,0
1822,0500000US35047,0,21,0,0,24,9,0,0,0,0,0,0,0,113,0,0,0,25,0
1823,0500000US35049,0,37,0,0,90,810,27,2,18,5,265,0,4,573,0,0,76,693,0
1824,0500000US35051,0,5,0,0,0,61,0,0,0,0,0,0,0,72,0,0,0,0,0
1825,0500000US35053,0,0,0,0,38,0,0,0,0,0,44,0,0,31,0,0,7,34,0
1826,0500000US35055,0,0,0,0,96,102,0,0,0,0,10,0,0,114,0,0,6,0,0
1827,0500000US35057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0
1828,0500000US35059,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,0500000US35061,0,0,0,0,126,363,0,0,0,0,40,0,0,178,0,0,0,73,0
1830,0500000US36001,0,458,157,0,1347,3058,73,0,1018,259,2010,22,0,832,0,0,293,4671,0
1831,0500000US36003,0,5,10,0,61,114,0,0,5,4,90,0,0,69,0,0,21,233,0
1832,0500000US36005,0,242,211,0,3326,8444,116,301,17,1351,2168,84,25,1281,0,0,164,8212,0
1833,0500000US36007,0,135,19,0,514,478,14,538,53,0,701,0,0,363,0,0,69,3518,82
1834,0500000US36009,0,45,0,0,59,235,5,0,5,0,65,14,0,99,0,0,0,145,0
1835,0500000US36011,0,3,0,0,82,191,0,0,0,0,66,0,0,123,0,0,0,126,0
1836,0500000US36013,0,11,5,0,138,240,3,44,0,16,85,0,0,28,0,0,13,479,0
1837,0500000US36015,0,44,0,0,16,150,0,0,0,0,159,0,0,134,0,0,22,572,0
1838,0500000US36017,0,0,0,0,0,154,0,0,0,0,20,0,0,16,0,0,4,80,0
1839,0500000US36019,0,31,24,0,15,542,0,0,0,0,121,0,0,153,0,0,27,328,0
1840,0500000US36021,0,0,1,0,52,330,2,0,0,6,74,0,0,177,0,0,3,413,0
1841,0500000US36023,0,0,0,0,19,90,0,13,0,0,19,0,0,132,0,0,0,375,0
1842,0500000US36025,0,10,11,0,17,95,5,0,46,0,81,35,0,67,0,0,54,218,0
1843,0500000US36027,0,100,7,0,283,1393,94,0,50,113,1730,0,0,816,0,28,210,3680,0
1844,0500000US36029,126,580,39,0,2169,2436,195,710,4551,70,2820,58,28,1079,0,0,326,8027,31
1845,0500000US36031,0,0,0,0,27,42,0,0,0,0,20,0,0,28,0,0,0,30,0
1846,0500000US36033,0,4,0,0,2,59,1,0,8,0,65,0,0,3,0,0,0,158,0
1847,0500000US36035,0,16,3,0,86,161,0,0,20,0,16,0,0,3,0,0,0,218,0
1848,0500000US36037,0,0,0,0,18,250,0,2,0,0,69,0,0,65,0,83,0,296,0
1849,0500000US36039,0,14,0,0,7,129,0,0,0,5,36,0,0,48,0,0,0,353,0
1850,0500000US36041,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,12,0
1851,0500000US36043,0,181,0,0,18,100,0,0,20,0,88,0,0,44,0,0,0,121,0
1852,0500000US36045,0,72,0,0,18,1142,10,12,0,228,300,18,0,258,0,0,0,437,0
1853,0500000US36047,310,1106,859,0,6705,16063,1175,160,1295,685,15454,159,56,9230,30,0,2732,208694,24
1854,0500000US36049,0,0,0,0,12,56,0,3,0,0,22,0,0,1,0,2,0,9,0
1855,0500000US36051,0,0,19,0,0,231,12,36,0,0,206,0,0,105,0,0,24,157,0
1856,0500000US36053,0,37,0,0,1,59,9,72,0,1,78,0,0,167,0,0,60,306,0
1857,0500000US36055,0,1255,36,0,2833,3017,46,972,1350,191,3254,9,0,1237,0,75,361,8535,0
1858,0500000US36057,0,92,0,0,26,132,13,0,61,0,70,0,0,42,0,0,0,100,0
1859,0500000US36059,92,939,325,0,1628,15811,461,178,427,88,16561,15,0,3322,227,0,2002,52082,0
1860,0500000US36061,505,1899,1115,0,4716,14896,674,164,324,263,20882,295,53,16240,65,0,5728,109373,49
1861,0500000US36063,0,80,9,0,262,411,0,24,17,23,525,0,0,99,0,0,48,758,0
1862,0500000US36065,25,697,40,0,818,560,49,34,4004,1075,478,0,0,210,0,0,120,1293,0
1863,0500000US36067,88,429,0,0,2152,1778,66,236,1981,401,1337,1,312,665,0,34,123,6028,0
1864,0500000US36069,0,67,3,0,50,181,16,15,9,120,449,0,0,257,0,0,12,376,0
1865,0500000US36071,0,179,39,0,805,2323,54,33,26,188,764,8,0,1133,0,0,53,4370,0
1866,0500000US36073,0,0,0,0,15,108,0,0,1,11,27,0,0,7,0,0,14,178,0
1867,0500000US36075,0,25,1,0,138,204,0,0,134,0,150,0,0,87,0,0,0,292,0
1868,0500000US36077,0,5,0,0,3,220,0,0,0,2,52,7,0,111,0,0,10,429,0
1869,0500000US36079,0,47,7,0,82,434,0,0,0,0,303,8,0,219,0,0,15,947,0
1870,0500000US36081,328,5226,2486,0,7369,48461,4907,261,4584,903,50385,145,200,8851,15,5,7659,257214,114
1871,0500000US36083,0,130,16,0,137,294,0,0,832,77,488,10,0,203,0,0,21,1538,0
1872,0500000US36085,422,533,144,0,965,5925,44,0,260,67,2865,37,0,499,0,0,75,35345,0
1873,0500000US36087,4,58,0,0,591,4532,0,48,39,345,2295,0,0,397,0,0,105,4263,0
1874,0500000US36089,0,22,11,0,47,440,15,2,27,0,70,0,0,115,0,5,0,498,0
1875,0500000US36091,19,202,143,0,25,1351,66,0,0,61,1070,0,0,370,0,0,16,2342,0
