,GEOIDFQ,B02018_017E,B02018_018E,B02018_015E,B02018_016E,B02018_019E,B02018_012E,B02018_013E,B02018_014E,B02018_010E,B02018_011E,B02018_005E,B02018_006E,B02018_003E,B02018_004E,B02018_009E,B02018_007E,B02018_008E,B02018_002E,B02018_020E
775,0500000US18153,0,0,0,0,0,15,0,6,0,0,65,0,6,22,0,0,0,52,0
776,0500000US18155,0,0,0,0,16,72,0,0,0,0,0,0,0,3,0,0,0,40,0
777,0500000US18157,16,390,60,0,874,1443,282,67,0,101,1469,0,0,1151,0,3,366,4932,0
778,0500000US18159,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
779,0500000US18161,0,0,0,0,0,5,0,0,0,0,16,0,0,0,0,0,0,37,0
780,0500000US18163,0,41,93,0,380,775,0,0,38,47,364,0,0,303,0,0,35,985,0
781,0500000US18165,0,0,0,0,0,25,0,0,0,0,8,0,0,42,0,0,0,0,0
782,0500000US18167,28,13,0,0,36,521,17,0,1,4,236,8,0,172,174,0,104,637,0
783,0500000US18169,0,0,0,0,13,51,0,0,9,0,0,15,0,56,0,0,8,64,0
784,0500000US18171,0,10,0,0,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0
785,0500000US18173,0,107,0,0,83,321,0,0,0,0,87,0,0,67,0,0,0,264,0
786,0500000US18175,0,2,0,0,0,20,0,0,0,0,72,0,0,8,0,0,0,0,0
787,0500000US18177,0,0,0,0,61,181,0,0,36,12,75,0,0,89,0,0,11,377,0
788,0500000US18179,0,9,0,0,0,28,0,112,0,9,16,0,0,37,0,0,0,1,0
789,0500000US18181,0,0,0,0,0,132,8,0,0,0,4,0,0,0,0,0,0,1,0
790,0500000US18183,0,9,0,0,28,27,0,0,2,17,12,0,0,65,0,0,0,66,0
791,0500000US19001,0,0,0,0,0,41,3,0,0,0,0,0,0,5,0,0,0,0,0
792,0500000US19003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
793,0500000US19005,0,0,0,0,0,16,0,0,0,0,0,0,0,19,0,0,0,67,0
794,0500000US19007,0,3,0,0,0,19,0,0,0,0,38,0,0,54,0,0,0,0,0
795,0500000US19009,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
796,0500000US19011,0,3,0,0,17,18,0,7,0,0,71,0,0,0,0,0,0,23,0
797,0500000US19013,0,85,0,0,445,457,0,176,867,27,610,8,0,365,0,0,71,298,2
798,0500000US19015,0,44,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,27,0
799,0500000US19017,0,41,0,0,2,120,0,5,0,35,62,3,0,40,0,0,0,44,0
800,0500000US19019,0,3,0,0,0,106,4,0,0,0,0,0,0,15,0,0,0,4,0
801,0500000US19021,0,35,0,0,0,65,0,693,527,0,44,0,796,24,0,0,0,14,0
802,0500000US19023,0,0,0,0,0,97,0,0,22,0,39,0,0,16,0,0,0,0,0
803,0500000US19025,0,4,0,0,4,29,0,1,0,1,10,0,3,0,0,0,0,2,0
804,0500000US19027,0,0,0,0,0,1,2,0,18,0,66,0,9,0,0,0,0,57,0
805,0500000US19029,0,0,0,0,48,23,0,0,0,0,48,0,0,0,0,0,0,53,0
806,0500000US19031,0,0,0,0,0,64,0,0,0,0,68,0,0,6,0,0,0,9,0
807,0500000US19033,0,4,0,0,91,70,2,93,0,0,34,0,0,12,0,25,0,265,0
808,0500000US19035,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,4,0
809,0500000US19037,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
810,0500000US19039,0,0,0,0,0,25,0,39,0,0,0,0,0,9,0,0,0,0,0
811,0500000US19041,0,0,0,0,0,63,0,10,0,0,80,0,0,0,0,0,0,4,0
812,0500000US19043,0,0,0,0,0,77,0,0,0,0,0,0,0,14,0,0,0,0,0
813,0500000US19045,0,0,0,0,0,103,0,126,0,0,54,0,0,51,0,0,0,97,0
814,0500000US19047,0,166,0,0,3,22,0,0,112,0,75,0,0,33,0,0,0,0,0
815,0500000US19049,0,7,75,0,563,577,38,380,0,0,670,0,0,56,0,0,37,676,0
816,0500000US19051,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,33,0
817,0500000US19053,0,0,0,0,0,0,8,0,5,0,36,0,0,7,1,0,0,10,0
818,0500000US19055,0,1,0,0,0,13,0,0,0,0,15,0,0,0,0,0,0,0,0
819,0500000US19057,0,0,0,0,0,160,0,0,0,0,90,0,0,0,0,0,0,57,0
820,0500000US19059,0,4,0,0,16,146,0,0,0,0,25,0,0,16,0,0,0,74,0
821,0500000US19061,0,109,0,0,119,671,17,13,0,0,73,0,0,153,0,0,0,225,0
822,0500000US19063,0,0,0,0,6,10,0,0,0,0,3,0,0,0,0,0,0,11,0
823,0500000US19065,0,3,0,0,0,22,0,0,0,15,51,0,0,11,0,0,0,72,0
824,0500000US19067,0,0,0,0,19,104,0,113,0,0,15,0,0,12,0,0,0,0,0
825,0500000US19069,0,0,0,0,0,31,0,0,0,0,3,0,0,31,0,0,0,0,0
826,0500000US19071,0,0,0,0,18,18,0,13,0,0,0,0,0,22,0,0,0,0,0
827,0500000US19073,0,0,13,0,17,31,0,0,0,0,16,0,0,0,0,0,0,0,0
828,0500000US19075,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,21,0
829,0500000US19077,0,0,0,0,0,14,0,0,0,0,0,0,0,31,0,0,0,0,0
830,0500000US19079,0,0,0,0,0,222,0,141,0,0,33,9,0,4,0,0,0,32,0
831,0500000US19081,0,8,0,0,30,0,0,8,0,0,2,0,0,0,0,0,0,1,0
832,0500000US19083,0,0,0,0,52,67,0,0,0,0,48,0,1,1,0,0,0,98,0
833,0500000US19085,0,0,0,0,0,30,0,0,0,0,100,0,0,25,0,0,0,5,0
834,0500000US19087,0,66,0,0,0,54,0,99,0,0,7,0,0,29,0,0,0,58,0
835,0500000US19089,0,0,0,0,0,17,0,0,0,0,12,0,0,17,0,0,0,0,0
836,0500000US19091,0,0,0,0,7,15,0,0,0,0,42,0,0,0,0,0,0,10,0
837,0500000US19093,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,8,0
838,0500000US19095,0,30,19,0,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0
839,0500000US19097,0,0,0,0,23,13,0,0,0,3,51,0,0,11,0,0,0,0,0
840,0500000US19099,0,0,0,0,44,84,0,16,0,0,3,0,18,37,0,0,0,174,0
841,0500000US19101,0,19,0,0,176,13,11,0,17,0,0,128,0,8,0,0,0,35,0
842,0500000US19103,42,143,0,0,1220,1018,5,300,12,12,1564,0,124,430,0,0,74,3505,0
843,0500000US19105,0,2,0,0,73,95,0,0,0,35,0,0,0,1,0,0,0,179,0
844,0500000US19107,0,0,0,0,4,37,0,0,0,0,0,0,0,0,0,0,0,15,0
845,0500000US19109,0,0,0,0,0,44,0,0,0,0,72,0,0,0,0,0,0,0,0
846,0500000US19111,0,0,0,0,12,98,0,0,0,0,23,0,0,25,0,0,0,94,18
847,0500000US19113,0,187,0,0,496,765,164,354,364,31,595,0,29,238,0,0,0,649,0
848,0500000US19115,0,0,0,0,2,9,0,0,198,0,0,0,0,0,0,0,0,0,0
849,0500000US19117,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0
850,0500000US19119,0,0,0,0,3,0,0,5,0,0,29,0,0,0,0,0,0,45,0
851,0500000US19121,0,0,0,0,24,69,0,53,0,0,36,0,0,0,0,0,0,0,0
852,0500000US19123,0,28,0,0,0,124,7,68,0,9,84,0,0,185,0,0,0,16,0
853,0500000US19125,0,0,0,0,9,63,0,67,45,8,99,0,0,77,0,0,0,28,0
854,0500000US19127,0,0,0,0,219,80,0,5,1299,0,31,0,0,27,0,0,4,239,0
855,0500000US19129,0,0,0,0,11,96,0,0,0,0,11,0,0,0,0,0,0,5,0
856,0500000US19131,0,1,0,0,3,26,0,1,0,0,19,0,0,3,0,0,0,4,0
857,0500000US19133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,0500000US19135,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
859,0500000US19137,0,0,0,0,0,52,0,0,0,0,1,0,0,21,0,0,0,5,0
860,0500000US19139,0,11,0,0,96,122,0,22,38,15,19,0,0,0,0,0,0,55,0
861,0500000US19141,0,10,0,0,0,0,0,85,0,0,5,0,0,15,0,0,0,9,0
862,0500000US19143,0,0,0,0,2,7,0,41,0,0,5,0,0,3,0,0,0,0,0
863,0500000US19145,0,11,0,0,54,90,0,10,0,0,50,0,0,0,0,0,0,0,0
864,0500000US19147,0,0,0,0,14,78,0,0,0,0,0,0,0,0,0,0,16,0,0
865,0500000US19149,0,3,0,0,49,119,0,53,0,0,8,0,0,6,0,0,0,0,0
866,0500000US19151,0,0,0,0,0,14,0,0,0,0,0,0,0,17,0,0,0,0,0
867,0500000US19153,0,650,66,0,4625,1761,26,2955,4119,1002,2363,0,231,479,0,0,134,3083,0
868,0500000US19155,0,154,0,0,114,297,0,35,0,0,142,0,0,181,0,0,0,388,0
869,0500000US19157,0,0,0,0,16,7,0,0,0,0,154,0,0,58,0,0,28,108,0
870,0500000US19159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,0500000US19161,0,6,0,0,0,0,0,8,0,0,32,0,31,4,0,0,8,5,0
872,0500000US19163,0,69,0,0,1076,516,48,11,168,117,876,0,0,337,0,0,9,1292,0
873,0500000US19165,0,0,0,0,0,26,0,0,0,0,9,0,0,0,0,0,0,65,0
874,0500000US19167,0,0,0,0,33,48,4,13,0,0,22,0,0,81,0,0,0,38,0
875,0500000US19169,0,132,137,0,458,692,95,142,0,0,1372,69,81,430,0,0,13,2585,0
876,0500000US19171,0,0,0,0,0,51,11,3,0,0,7,0,0,7,0,0,0,64,0
877,0500000US19173,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,0500000US19175,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0
879,0500000US19177,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0
880,0500000US19179,0,10,0,0,21,261,0,130,0,0,123,0,0,47,0,0,0,50,0
881,0500000US19181,0,13,0,0,143,136,0,13,7,0,117,0,0,39,0,0,0,76,0
882,0500000US19183,0,5,0,0,58,39,0,0,0,0,20,0,0,4,0,0,0,65,0
883,0500000US19185,0,0,0,0,0,40,0,0,0,18,23,0,0,0,0,0,0,10,0
884,0500000US19187,0,9,0,0,16,105,0,0,16,4,305,0,0,7,0,0,0,89,0
885,0500000US19189,0,2,0,0,33,182,0,0,0,0,3,0,0,0,0,0,0,10,0
886,0500000US19191,0,1,0,0,20,38,7,6,22,0,47,0,0,16,0,0,0,12,0
887,0500000US19193,0,21,0,0,1518,424,0,517,30,159,373,0,0,215,0,0,0,190,0
888,0500000US19195,0,0,0,0,0,35,0,0,0,0,0,0,0,15,0,0,0,0,0
889,0500000US19197,0,0,0,0,0,1,0,0,0,0,29,0,0,73,0,0,0,6,0
890,0500000US20001,0,0,0,0,0,3,0,0,0,0,30,0,0,5,0,0,0,52,0
891,0500000US20003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892,0500000US20005,0,20,0,0,11,137,0,0,0,0,0,0,0,19,0,0,0,60,0
893,0500000US20007,0,0,0,0,21,0,0,0,0,13,5,0,0,0,0,0,0,0,0
894,0500000US20009,0,0,0,0,0,0,0,3,0,0,52,20,0,6,0,0,0,19,0
895,0500000US20011,0,0,0,0,25,25,0,6,0,37,0,0,19,21,0,0,0,0,0
896,0500000US20013,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,53,0
897,0500000US20015,0,45,0,0,62,316,0,0,11,4,161,0,0,64,0,0,0,309,0
898,0500000US20017,0,7,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,9,0
899,0500000US20019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
900,0500000US20021,0,0,0,0,15,0,0,0,0,0,0,0,0,22,0,0,0,67,0
901,0500000US20023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,0500000US20025,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
903,0500000US20027,0,0,0,0,2,1,0,15,0,0,3,0,5,30,0,0,0,12,0
904,0500000US20029,0,0,0,0,11,0,0,0,0,0,0,0,0,13,0,0,0,18,0
905,0500000US20031,0,0,0,0,26,2,0,0,0,0,4,0,0,3,0,0,0,20,0
906,0500000US20033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,0500000US20035,0,0,0,0,271,81,0,293,0,0,8,0,0,62,0,0,0,46,0
908,0500000US20037,0,197,0,0,126,216,0,0,0,0,11,0,0,36,0,0,0,222,0
909,0500000US20039,0,0,0,0,0,18,0,0,0,0,0,0,0,12,0,0,0,0,0
910,0500000US20041,0,0,0,0,33,86,0,0,0,0,120,0,0,0,0,0,0,0,0
911,0500000US20043,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7,0
912,0500000US20045,0,199,32,0,1048,623,0,539,0,75,689,0,0,396,0,0,35,2282,0
913,0500000US20047,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
914,0500000US20049,0,0,0,0,0,11,0,0,0,0,0,0,0,23,0,0,0,0,0
915,0500000US20051,0,0,0,0,56,150,0,0,0,0,48,0,0,46,0,0,0,247,0
916,0500000US20053,0,0,0,0,0,25,0,4,0,0,0,0,0,12,0,0,0,0,0
917,0500000US20055,0,0,32,0,853,71,0,170,374,0,0,0,0,1,0,0,0,7,0
918,0500000US20057,0,17,0,0,64,69,0,17,0,0,352,0,0,48,0,0,0,55,0
919,0500000US20059,0,0,0,0,0,76,0,20,0,0,27,0,0,21,0,0,0,40,0
920,0500000US20061,0,68,0,0,163,972,0,6,1,0,701,0,151,74,0,7,23,130,0
921,0500000US20063,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0
922,0500000US20065,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,0500000US20067,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,17,0
924,0500000US20069,0,0,0,0,0,14,0,0,53,0,0,0,0,0,0,0,0,0,0
925,0500000US20071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,0500000US20073,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0
927,0500000US20075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,0500000US20077,0,4,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0
929,0500000US20079,0,126,0,0,183,87,0,0,3,90,0,0,0,141,0,0,0,46,0
930,0500000US20081,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
931,0500000US20083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,0500000US20085,0,0,0,0,34,47,0,0,0,0,7,0,0,0,0,0,0,1,0
933,0500000US20087,0,0,0,0,0,16,0,8,0,22,0,32,0,32,0,0,0,4,0
934,0500000US20089,0,0,0,0,0,4,0,0,0,0,17,0,0,1,0,0,0,0,0
935,0500000US20091,0,930,127,0,3071,2891,535,1381,322,245,3273,0,276,2665,0,5,699,7999,0
936,0500000US20093,0,0,0,0,0,23,0,0,0,0,10,0,0,0,0,0,0,0,0
937,0500000US20095,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0
938,0500000US20097,0,0,0,0,0,1,0,0,0,0,9,0,0,1,0,0,0,1,0
939,0500000US20099,0,0,0,0,0,0,0,0,0,0,70,0,2,96,0,0,0,0,0
940,0500000US20101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
941,0500000US20103,0,66,0,0,104,306,0,52,0,0,667,0,0,488,0,0,11,256,0
942,0500000US20105,0,0,0,0,0,2,0,0,0,0,0,0,0,21,0,0,0,0,0
943,0500000US20107,0,1,0,0,7,20,0,0,0,0,0,0,0,0,0,0,0,5,0
944,0500000US20109,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0
945,0500000US20111,0,30,0,0,295,226,0,39,0,0,15,0,0,125,0,0,66,71,0
946,0500000US20113,0,22,0,0,30,230,11,9,0,0,12,0,0,160,0,0,0,113,0
947,0500000US20115,0,0,0,0,38,52,0,0,2,0,15,0,0,28,0,0,12,16,0
948,0500000US20117,0,0,0,0,9,17,0,0,0,0,2,0,0,39,0,0,0,0,0
949,0500000US20119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,0500000US20121,0,71,0,0,0,75,0,0,0,0,0,0,0,40,0,0,24,40,0
951,0500000US20123,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0
952,0500000US20125,0,5,0,0,0,122,0,0,0,0,15,0,0,179,0,0,0,17,0
953,0500000US20127,0,0,0,0,13,11,0,0,0,0,0,0,0,3,0,0,0,0,0
954,0500000US20129,0,0,0,0,0,36,0,0,0,0,5,0,0,0,0,0,0,0,0
955,0500000US20131,0,0,0,0,0,27,0,0,0,0,2,0,0,5,0,0,0,0,0
956,0500000US20133,0,0,0,0,0,79,0,0,0,0,22,0,0,7,0,0,0,34,0
957,0500000US20135,0,0,0,0,0,3,0,0,0,0,8,0,0,2,0,0,0,0,0
958,0500000US20137,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0
959,0500000US20139,0,0,0,0,0,14,0,5,0,12,3,0,0,12,0,0,0,40,0
960,0500000US20141,0,0,0,0,0,4,0,0,0,0,7,0,0,5,0,0,0,9,0
961,0500000US20143,0,3,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0
962,0500000US20145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,0500000US20147,0,0,0,0,53,24,0,0,0,0,3,0,0,0,0,0,0,9,0
964,0500000US20149,0,0,0,0,5,156,40,0,0,0,188,0,0,35,0,0,0,84,0
965,0500000US20151,0,0,0,0,34,153,0,0,0,0,0,0,0,5,0,0,0,0,0
966,0500000US20153,0,0,0,0,0,7,0,0,4,0,2,0,0,1,0,0,0,0,0
967,0500000US20155,0,0,0,0,35,117,3,0,0,0,74,0,0,51,0,0,0,256,0
968,0500000US20157,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,0500000US20159,0,34,0,0,25,17,0,0,0,0,0,0,0,42,0,0,0,0,0
970,0500000US20161,0,109,0,0,395,703,116,8,0,48,653,9,37,339,0,0,67,859,0
971,0500000US20163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
972,0500000US20165,0,0,0,0,0,8,0,0,0,0,0,0,0,51,0,0,0,0,0
973,0500000US20167,0,4,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,8,0
974,0500000US20169,0,406,0,0,292,293,15,105,25,295,349,0,0,198,0,0,11,138,0
975,0500000US20171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976,0500000US20173,14,677,178,0,11099,3788,171,2488,346,1745,846,0,143,1190,0,0,229,2567,0
977,0500000US20175,0,0,0,0,254,0,0,97,4,58,23,0,0,41,0,0,0,16,0
978,0500000US20177,0,32,0,0,251,871,0,18,4,25,387,0,0,620,0,0,0,678,0
979,0500000US20179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,0500000US20181,0,1,0,0,1,18,0,1,0,0,31,0,0,0,0,0,0,0,0
981,0500000US20183,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,15,0
982,0500000US20185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
983,0500000US20187,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
984,0500000US20189,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
985,0500000US20191,0,0,0,0,0,51,0,0,0,4,0,0,2,31,0,2,34,43,0
986,0500000US20193,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
987,0500000US20195,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,9,0
988,0500000US20197,0,4,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,21,0
989,0500000US20199,0,0,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0
990,0500000US20201,0,0,0,0,0,17,0,0,0,0,12,0,0,9,0,0,0,3,0
991,0500000US20203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992,0500000US20205,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,4,0
993,0500000US20207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,0500000US20209,0,136,12,0,455,771,3,228,3327,4,170,0,2116,117,0,0,0,747,0
995,0500000US21001,0,0,0,0,0,27,0,0,0,0,19,0,0,0,0,0,0,0,0
996,0500000US21003,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0
997,0500000US21005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
998,0500000US21007,0,0,0,0,17,13,0,0,0,0,0,0,0,11,0,0,0,0,0
999,0500000US21009,0,0,0,0,11,149,0,0,0,0,87,0,0,138,0,0,0,24,0
1000,0500000US21011,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
1001,0500000US21013,0,15,0,0,0,20,0,0,0,0,5,0,0,26,0,0,0,0,0
1002,0500000US21015,0,73,15,0,460,891,0,0,8,44,352,0,16,420,0,0,65,531,0
1003,0500000US21017,0,0,26,0,0,11,18,0,0,0,0,0,0,13,0,0,0,31,0
1004,0500000US21019,0,16,0,0,15,188,0,59,0,0,7,0,0,51,0,0,0,33,0
1005,0500000US21021,0,51,13,0,39,178,0,0,5,0,104,0,0,56,0,0,0,251,0
1006,0500000US21023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,0500000US21025,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,52,0
1008,0500000US21027,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
1009,0500000US21029,0,14,0,0,151,28,0,0,44,0,126,0,0,156,0,0,0,49,0
1010,0500000US21031,0,0,0,0,2,11,0,0,0,0,1,0,0,1,0,0,0,28,0
1011,0500000US21033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,0500000US21035,0,0,0,0,1,227,127,0,0,11,74,0,0,54,0,0,11,82,0
1013,0500000US21037,0,8,17,0,21,190,33,18,0,76,145,0,0,127,0,0,0,155,0
1014,0500000US21039,0,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
1015,0500000US21041,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,0500000US21043,0,0,0,0,0,3,0,0,0,0,96,0,0,0,0,0,0,0,0
1017,0500000US21045,0,1,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,0500000US21047,0,67,0,0,224,342,0,0,0,0,146,0,0,309,0,15,0,78,0
1019,0500000US21049,0,0,0,0,0,147,0,0,0,0,13,20,0,0,0,0,0,92,0
1020,0500000US21051,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,18,0
1021,0500000US21053,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
1022,0500000US21055,0,0,0,0,0,5,0,0,0,0,0,0,0,23,0,0,0,0,0
1023,0500000US21057,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,0500000US21059,0,16,0,0,64,178,36,0,1529,0,148,0,0,32,0,0,9,69,0
1025,0500000US21061,0,0,0,0,0,18,38,0,0,0,3,0,0,0,0,0,0,0,0
1026,0500000US21063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,0500000US21065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0
1028,0500000US21067,14,373,11,0,488,1661,95,20,28,432,1198,46,0,1466,0,0,164,4018,0
1029,0500000US21069,0,0,0,0,13,0,0,0,0,0,9,0,0,0,0,0,0,80,0
1030,0500000US21071,0,0,0,0,3,36,0,0,0,0,0,0,0,33,0,0,0,9,0
1031,0500000US21073,0,58,0,0,3,332,0,0,0,0,0,0,0,4,0,0,0,83,0
1032,0500000US21075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,0500000US21077,0,37,0,0,0,2,0,37,0,37,7,0,0,0,0,0,0,0,0
1034,0500000US21079,0,12,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
1035,0500000US21081,0,7,0,0,0,81,0,0,0,22,8,0,0,0,0,0,0,25,0
1036,0500000US21083,0,10,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,42,0
1037,0500000US21085,0,0,0,0,0,27,0,0,0,0,11,0,0,0,0,0,0,0,0
1038,0500000US21087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,0500000US21089,0,7,0,0,4,43,0,0,0,0,7,0,0,31,0,0,0,10,0
1040,0500000US21091,0,14,0,0,0,22,0,0,0,0,3,0,0,0,0,0,0,0,0
1041,0500000US21093,0,75,0,0,135,1167,0,130,0,54,1304,0,0,383,0,21,103,213,0
1042,0500000US21095,0,0,0,0,31,13,0,0,0,0,0,0,0,0,0,0,0,5,0
1043,0500000US21097,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
1044,0500000US21099,0,0,0,0,18,32,0,0,0,0,14,0,0,0,0,0,0,57,0
1045,0500000US21101,0,0,0,0,0,0,0,38,0,0,35,8,0,163,0,0,0,69,0
1046,0500000US21103,0,0,0,0,0,7,0,0,0,0,75,0,0,9,0,0,0,2,0
1047,0500000US21105,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0
1048,0500000US21107,0,0,0,0,19,79,0,0,0,34,14,0,0,15,0,0,0,276,0
1049,0500000US21109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
1050,0500000US21111,0,314,48,0,3382,4770,24,256,1217,384,2590,95,121,1344,24,13,97,3377,24
1051,0500000US21113,0,77,6,0,38,50,105,0,0,230,85,0,0,13,0,0,151,23,0
1052,0500000US21115,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,123,0
1053,0500000US21117,0,88,9,0,417,512,23,0,122,0,429,0,20,293,0,0,43,675,0
1054,0500000US21119,0,0,0,0,0,46,0,0,0,0,1,0,0,0,0,0,0,8,0
1055,0500000US21121,0,0,0,0,0,16,0,0,0,30,0,0,0,90,0,0,0,0,0
1056,0500000US21123,0,0,0,0,0,3,0,0,0,3,0,0,0,23,0,0,0,0,0
1057,0500000US21125,0,30,0,0,31,37,0,0,0,0,0,0,0,38,0,0,0,248,0
1058,0500000US21127,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
1059,0500000US21129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,0500000US21131,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,0500000US21133,0,0,0,0,5,2,25,0,0,0,6,0,0,0,0,15,0,20,0
1062,0500000US21135,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,8,0
1063,0500000US21137,0,15,0,0,12,39,0,0,0,0,0,0,0,26,0,0,0,57,0
1064,0500000US21139,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0
1065,0500000US21141,0,0,0,0,0,43,0,47,0,0,0,0,0,15,0,0,0,25,0
1066,0500000US21143,0,0,0,0,7,37,0,0,0,0,0,0,0,47,0,0,0,0,0
